time,value1,value2
103,0.16287038797755,0.12676862992494772
104,0.16473537561264823,0.12395645059071914
105,0.16671219552021982,0.12115169976386647
106,0.16880073110700033,0.11836038385560008
107,0.1710006630563648,0.11558848400957991
108,0.17331144891812073,0.11284192254474464
109,0.1757323009186205,0.11012652995296823
110,0.1782621619316775,0.10744801290104689
111,0.1808996795619138,0.10481192368530454
112,0.18364317830787494,0.10222363157589012
113,0.18649062979332756,0.09968829646629222
114,0.18943962108242388,0.09721084521172314
115,0.19248732112865422,0.09479595099818604
116,0.19563044544944747,0.09244801603297169
117,0.1988652191685364,0.09017115778813187
118,0.20218733862725166,0.08796919896257469
119,0.20559193183399888,0.08584566125753954
120,0.20907351809827945,0.08380376298626983
121,0.21262596728136388,0.08184642046378102
122,0.2162424591892996,0.07997625304883635
123,0.21991544373401672,0.07819559163965895
124,0.22363660259296786,0.0765064903594463
125,0.22739681320444086,0.07491074110910423
126,0.23118611604113806,0.07340989061417334
127,0.23499368620482833,0.07200525955172592
128,0.2388078104751426,0.07069796331173284
129,0.24261587102055787,0.06948893392633661
130,0.24640433703345957,0.06837894268956587
131,0.250158765577752,0.06736862298894397
132,0.25386381293066745,0.0664584928786058
133,0.2575032576544337,0.06564897694023093
134,0.26106003654333493,0.06494042700255821
135,0.26451629445376795,0.0643331413217395
136,0.2678534488373009,0.06382738186270288
137,0.2710522695599168,0.06342338936558972
138,0.27409297430772706,0.06312139593097946
139,0.27695533955661644,0.06292163491300722
140,0.2796188267297709,0.0628243479707806
141,0.2820627227950025,0.0628297891959846
142,0.28426629417789273,0.06293822630848986
143,0.2862089525034463,0.06314993899224808
144,0.287870430345397,0.06346521453052249
145,0.28923096487529776,0.06388434099176993
146,0.2902714870780644,0.06440759831373397
147,0.2909738140486316,0.06503524773108653
148,0.2913208418134156,0.06576752008780964
149,0.2912967361327158,0.06660460366494078
150,0.290887118832582,0.06754663223187306
151,0.2900792473776917,0.06859367408896833
152,0.2888621856156193,0.06974572290437471
153,0.2872269638781957,0.07100269115246749
154,0.28516672689489514,0.07236440693000784
155,0.28267686823230226,0.07383061485534964
156,0.2797551501989959,0.07540098164459118
157,0.27640180832526107,0.07707510680817042
158,0.27261963962464,0.07885253872701586
159,0.26841407385798466,0.08073279615725408
160,0.2637932269459833,0.08271539498781794
161,0.2587679355167358,0.08479987984942715
162,0.2533517713430234,0.08698585996070599
163,0.24756103414020905,0.08927304841176337
164,0.2414147208891483,0.09166130393981863
165,0.23493446955522668,0.09415067415489425
166,0.22814447483660438,0.0967414391317709
167,0.22107137343759511,0.0994341542983874
168,0.21374409637360942,0.10222969161722799
169,0.20619368601690796,0.10512927816746326
170,0.19845307602627488,0.10813453138100998
171,0.19055683299723272,0.11124749035254183
172,0.1825408596365713,0.11447064281837928
173,0.17444206050082536,0.11780694756918231
174,0.16629797281534456,0.1212598522150833
175,0.1581463665560193,0.12483330635024806
176,0.15002481975096335,0.1285317702604821
177,0.14197027674178142,0.13236021937885337
178,0.13401859881125394,0.13632414471945153
179,0.1262041180023699,0.14042954950965128
180,0.1185592059874872,0.1446829421996258
181,0.11111387037249278,0.14909132595859684
182,0.10389539074109211,0.1536621846753376
183,0.09692800599929755,0.1584034653709801
184,0.0902326631596288,0.1633235568104222
185,0.08382683565398938,0.1684312639696004
186,0.07772441668546233,0.1737357778843706
187,0.07193569017462256,0.17924664027730314
188,0.0664673787157852,0.18497370223586534
189,0.0613227648439886,0.19092707610386747
190,0.056501879035658585,0.19711707965263692
191,0.052001745415152435,0.20355417152465646
192,0.04781667426661598,0.2102488768965693
193,0.04393858925354834,0.217211702297593
194,0.0403573767647126,0.2244530385514907
195,0.03706124501212581,0.23198305089416535
196,0.03403708132935943,0.23981155546418498
197,0.03127079744007046,0.24794788157989012
198,0.028747654146014726,0.2564007195136568
199,0.026452558770133576,0.26517795385972187
200,0.024370330638867368,0.274286483072851
201,0.022485931771675387,0.28373202633365197
202,0.02078466166378101,0.2935189195700868
203,0.019252316529217803,0.30364990322463403
204,0.017875314574173455,0.31412590518524813
205,0.016640789781512347,0.3249458231687173
206,0.015536657314777914,0.33610631171954825
207,0.014551654019216709,0.3476015798175471
208,0.01367535764453469,0.3594232058141861
209,0.012898188380759262,0.37155997697510623
210,0.012211396127331018,0.3839977612228945
211,0.011607036646683017,0.39671941868081156
212,0.011077939422872425,0.409704760252356
213,0.010617669683376381,0.42293055968677945
214,0.010220486671882786,0.4363706243536972
215,0.00988129989977445,0.4499959282882627
216,0.009595624766616125,0.4637748090156433
217,0.009359538633308724,0.47767322730191364
218,0.009169638159952486,0.49165508642691896
219,0.00902299848527796,0.5056826049825365
220,0.008917134625100452,0.5197167347358869
221,0.008849965301571259,0.5337176129348925
222,0.00881977928013751,0.5476450367342492
223,0.008825204183780227,0.5614589463150191
224,0.008865177670903179,0.5751199028480465
225,0.008938920800982157,0.5885895477431894
226,0.009045913367859645,0.6018310306074184
227,0.009185870951890598,0.6148093949241592
228,0.00935872342695288,0.6274919125367802
229,0.009564594654995795,0.6398483604122789
230,0.009803783108053495,0.6518512357042642
231,0.0100767431745395,0.663475907657978
232,0.010384066932411704,0.6747007072540333
233,0.01072646620579475,0.6855069575519264
234,0.011104754763181726,0.6958789493865083
235,0.011519830563575703,0.7058038683463995
236,0.011972658010780266,0.7152716798146797
237,0.012464250234063615,0.7242749793008749
238,0.012995651473749918,0.7328088153834124
239,0.013567919710655196,0.7408704923715433
240,0.014182109736014761,0.7484593593501562
241,0.014839256910682296,0.7555765916551683
242,0.01554036190581568,0.7622249701023582
243,0.016286376748969555,0.7684086625122932
244,0.017078192516773002,0.7741330112832181
245,0.01791662901604559,0.7794043299976692
246,0.018802426777988417,0.7842297113332503
247,0.019736241654706898,0.7886168479010829
248,0.020718642254674263,0.7925738670672893
249,0.021750110385925454,0.7961091803277878
250,0.022831044595994696,0.7992313474042626
251,0.02396176681001736,0.8019489549054686
252,0.02514253197777886,0.8042705091467257
253,0.02637354055185042,0.8062043425337744
254,0.02765495353721668,0.8077585327866674
255,0.02898690978237572,0.808940834196568
256,0.030369545126341192,0.8097586200650583
257,0.03180301297777626,0.8102188354643141
258,0.03328750588289824,0.8103279594705158
259,0.03482327763782663,0.8100919760562156
260,0.036410665517566096,0.8095163528749605
261,0.038050112225699005,0.8086060272289497
262,0.03974218721324521,0.807365398574256
263,0.04148760706869115,0.8057983269851863
264,0.043287254740358334,0.803908137067277
265,0.04514219741358534,0.8016976268752855
266,0.04705370292541697,0.7991690814568567
267,0.04902325465583282,0.796324290703167
268,0.051052564884742455,0.7931645712439307
269,0.0531435866463438,0.7896907921750902
270,0.055298524145891606,0.785903404452867
271,0.05751984182790679,0.7818024738273328
272,0.059810272199314764,0.7773877172220606
273,0.06217282251627195,0.7726585424935903
274,0.06461078044017612,0.7676140915252748
275,0.06712771875743352,0.7622532866244561
276,0.06972749923998592,0.756574880199767
277,0.07241427570046663,0.7505775076965452
278,0.07519249626824782,0.744259743762787
279,0.07806690488162309,0.7376201616056305
280,0.0810425419579397,0.7306573954789245
281,0.08412474416858223,0.7233702062159035
282,0.08731914321016164,0.7157575496872274
283,0.09063166342786207,0.7078186480235911
284,0.09406851811236303,0.6995530633937099
285,0.09763620425876768,0.6909607740727546
286,0.10134149554519191,0.6820422524733334
287,0.10519143326076019,0.6727985447411036
288,0.10919331488838774,0.6632313514403607
289,0.11335468002760261,0.6533431087720284
290,0.11768329332751004,0.6431370696780562
291,0.12218712409059256,0.6326173840933207
292,0.12687432220517214,0.6217891775099614
293,0.13175319006885466,0.6106586269212889
294,0.13683215017795639,0.5992330331149276
295,0.1421197080795872,0.5875208881900895
296,0.1476244104145093,0.5755319370845983
297,0.15335479782080738,0.5632772318167323
298,0.15931935252141652,0.550769177078789
299,0.16552644048314274,0.5380215657675561
300,0.17198424811131674,0.525049603006045
301,0.17870071353278472,0.511869917205624
302,0.18568345262047764,0.49850055674300653
303,0.19293968002496087,0.48496097088739953
304,0.20047612560148825,0.4712719737143973
305,0.20829894675415625,0.4574556898894914
306,0.21641363736036295,0.44353548139940635
307,0.22482493408706428,0.42953585455701415
308,0.23353672106294002,0.4154823469073053
309,0.24255193402465572,0.40140139401813274
310,0.25187246520748874,0.387320176548508
311,0.2614990703966483,0.3732664484448869
312,0.27143127969103314,0.3592683476149522
313,0.28166731365072956,0.3453541909582995
314,0.2922040065975049,0.33155225617990425
315,0.3030367389076712,0.31789055335721733
316,0.31415938017240314,0.30439658975345807
317,0.32556424509511983,0.29109713184320224
318,0.3372420639421607,0.2780179689144286
319,0.34918196925535155,0.26518368290553057
320,0.36137150036759386,0.2526174292989186
321,0.3737966270310488,0.24034073390013724
322,0.3864417931694416,0.22837331016357185
323,0.39928998140167304,0.21673290137118126
324,0.41232279855671833,0.20543515142749227
325,0.4255205819170013,0.19449350731210144
326,0.4388625254006809,0.18391915535233488
327,0.45232682433870836,0.1737209924779475
328,0.4658908369406227,0.16390563254209914
329,0.4795312599980903,0.15447744669193653
330,0.4932243158740351,0.14543863570620252
331,0.506945947395744,0.13678933124491086
332,0.5206720169394805,0.1285277221312802
333,0.5343785057856097,0.1206502011537463
334,0.5480417097552674,0.11315152746790422
335,0.5616384272229565,0.10602499951088316
336,0.5751461358358946,0.09926263341313776
337,0.5885431546524469,0.0928553421875277
338,0.6018087889208543,0.08679311146074674
339,0.6149234553293024,0.08106516814411732
340,0.6278687862359753,0.07566013916873918
341,0.6406277120956425,0.07056619818063856
342,0.653184521998804,0.06577119885356732
343,0.6655249028935784,0.06126279418512597
344,0.677635958637119,0.05702854175976218
345,0.6895062104972085,0.053055995464899225
346,0.7011255810792796,0.049332784520876
347,0.7124853638823154,0.04584668092996006
348,0.7235781807910576,0.0425856565730024
349,0.7343979298021843,0.03953793120091665
350,0.7449397251758055,0.03669201250408224
351,0.755199832022624,0.03403672932066515
352,0.765175597105609,0.03156125888947435
353,0.7748653773773294,0.029255148886929604
354,0.784268467512497,0.02710833482977022
355,0.7933850274484912,0.025111153289151953
356,0.8022160107286139,0.0232543512563183
357,0.8107630942621938,0.021529091928519956
358,0.8190286099757111,0.019926957145245793
359,0.8270154787283461,0.01843994669459233
360,0.8347271467983337,0.017060474720895964
361,0.8421675252051297,0.015781363489622325
362,0.8493409321071821,0.014595834795955167
363,0.8562520384965369,0.013497499332411848
364,0.8629058173912322,0.012480344352473458
365,0.8693074966981019,0.011538719977829565
366,0.8754625158785233,0.010667324494500556
367,0.8813764864968631,0.009861188967709178
368,0.8870551566675946,0.009115661478317131
369,0.8925043793460248,0.008426391247404848
370,0.897730084334413,0.007789312873280974
371,0.902738253805606,0.007200630860201188
372,0.9075349010854432,0.006656804573523709
373,0.9121260523874121,0.006154533714636467
374,0.9165177311611219,0.005690744372805755
375,0.9207159447012307,0.005262575681414886
376,0.9247266726649254,0.004867367083431973
377,0.9285558571619806,0.004502646195245514
378,0.9322093941088971,0.004166117248572443
379,0.9356931255742239,0.003855650085934992
380,0.939012832882473,0.0035692696849699795
381,0.942174230285903,0.003305146189274467
382,0.9451829590543482,0.003061585427382537
383,0.948044581871323,0.0028370199057635038
384,0.9507645774586623,0.0026300002656251213
385,0.9533483353813618,0.0024391871962519077
386,0.9558011510088931,0.0022633437993213462
387,0.9581282206292474,0.002101328399058803
388,0.9603346367276044,0.0019520877923354543
389,0.9624253834532236,0.00181465093112803
390,0.9644053323063029,0.001688123027461002
391,0.9662792380815352,0.0015716800683770503
392,0.9680517351072796,0.0014645637259443436
393,0.9697273338190198,0.0013660766450712292
394,0.9713104177034714,0.0012755780901515408
395,0.9728052406456963,0.0011924799304203148
396,0.9742159247062625,0.0011162429433987113
397,0.9755464583492237,0.0010463734159216775
398,0.9768006951348382,0.0009824200228952828
399,0.9779823528838242,0.0009239709650120959
400,0.9790950133128417,0.0008706513480351106
401,0.9801421221340556,0.0008221207878144843
402,0.9811269896052499,0.0007780712268081199
403,0.9820527915112091,0.0007382249494371412
404,0.9829225705520722,0.0007023327850447166
405,0.9837392381101768,0.000670172488490881
406,0.9845055763636014,0.0006415472894804483
407,0.9852242407122014,0.0006162846025798914
408,0.9858977624803961,0.0005942348905422694
409,0.9865285518602569,0.0005752706740477324
410,0.9871189010585086,0.0005592856813072753
411,0.9876709876117796,0.000546194131196739
412,0.9881868778357349,0.000535930143711441
413,0.9886685303754682,0.0005284472715789717
414,0.9891177998266153,0.0005237181468516161
415,0.9895364403989655,0.000521734236226498
416,0.9899261095967975,0.0005225056987100873
417,0.9902883718926628,0.0005260613390477431
418,0.9906247023738198,0.0005324486500679461
419,0.9909364903429302,0.0005417339367318684
420,0.9912250428569281,0.0005540025142184552
421,0.9914915881901345,0.0005693589718009359
422,0.9917372792097049,0.0005879274935730859
423,0.9919631966533531,0.0006098522262572388
424,0.9921703523009919,0.0006352976833709285
425,0.9923596920334726,0.0006644491739513746
426,0.992532098772995,0.0006975132428502087
427,0.9926883953010022,0.0007347181083361444
428,0.992829346950481,0.0007763140814105039
429,0.9929556641705581,0.0008225739498885823
430,0.9930680049621312,0.000873793308977448
431,0.9931669771839999,0.0009302908188469865
432,0.9932531407295808,0.000992408368615647
433,0.9933270095748044,0.001060511125336408
434,0.9933890536982114,0.0011349874460639434
435,0.9934397008746013,0.0012162486310132393
436,0.9934793383438365,0.001304728496294207
437,0.9935083143565981,0.0014008827458435193
438,0.9935269395990077,0.0015051881240930945
439,0.9935354884980999,0.001618141333729052
440,0.9935342004101543,0.0017402577067075348
441,0.9935232806938715,0.0018720696215830427
442,0.9935029016703238,0.0020141246662135808
443,0.9934732034715194,0.002166983552027697
444,0.9934342947793041,0.002331217794199814
445,0.9933862534561836,0.002507407181132752
446,0.9933291270694821,0.00269613706635229
447,0.9932629333100774,0.0028979955259464452
448,0.9931876603067495,0.003113570434608135
449,0.993103266836971,0.0033434465226591177
450,0.993009682434739,0.0035882024845811733
451,0.9929068073958182,0.0038484082159659415
452,0.9927945126805141,0.004124622259842106
453,0.9926726397138476,0.004417389544538028
454,0.992541000082739,0.004727239493199688
455,0.9923993751295485,0.005054684579589391
456,0.9922475154410423,0.005400219395836644
457,0.9920851402315871,0.00576432028563851
458,0.9919119366190882,0.006147445581503353
459,0.9917275587919074,0.006550036467724305
460,0.9915316270647123,0.006972518472773155
461,0.9913237268209129,0.007415303576762528
462,0.9911034073390573,0.007878792902613336
463,0.9908701805002609,0.008363379944607507
464,0.9906235193734448,0.008869454275972077
465,0.9903628566748716,0.009397405668663386
466,0.9900875830981578,0.00994762855393716
467,0.9897970455106555,0.010520526751615545
468,0.9894905450117905,0.011116518398893148
469,0.9891673348486535,0.01173604101548487
470,0.9888266181838457,0.01237955665013222
471,0.9884675457102908,0.013047557063068422
472,0.9880892131074398,0.013740568909106098
473,0.9876906583330154,0.01445915889575465
474,0.9872708587441733,0.015203938899564642
475,0.9868287280416937,0.015975571031318615
476,0.9863631130305687,0.01677477264656334
477,0.9858727901901153,0.01760232130235137
478,0.9853564620465289,0.018459059664154915
479,0.9848127533405922,0.019345900369075818
480,0.9842402069830872,0.020263830853093107
481,0.9836372797903158,0.02121391815153271
482,0.9830023379920221,0.022197313683499274
483,0.98233365250395,0.02321525803284313
484,0.9816293939572408,0.024269085740370868
485,0.9808876274769093,0.02536023012433708
486,0.9801063072017314,0.026490228148557077
487,0.9792832705380343,0.0276607253594663
488,0.9784162321401253,0.02887348091480595
489,0.9775027776104254,0.030130372727042373
490,0.9765403569128109,0.03143340274389567
491,0.9755262774932171,0.0327847023863139
492,0.9744576971022414,0.03418653816083592
493,0.9733316163153175,0.03564131745858907
494,0.9721448707470305,0.03715159454730022
495,0.9708941229573338,0.03872007675585182
496,0.9695758540488272,0.040349630843306054
497,0.9681863549558963,0.04204328953616618
498,0.9667217174284182,0.04380425820912659
499,0.9651778247149394,0.04563592167581457
500,0.963550341952776,0.04754185104711148
501,0.9618347062753885,0.04952581060555697
502,0.9600261166507199,0.051591764635020125
503,0.9581195234679754,0.0537438841351508
504,0.9561096178946369,0.05598655333995342
505,0.9539908210304013,0.05832437594899455
506,0.9517572728902741,0.06076218096811237
507,0.9494028212553131,0.063305028043916
508,0.9469210104365907,0.06595821216276243
509,0.9443050700059141,0.06872726757024764
510,0.9415479035558143,0.07161797075157335
511,0.9386420775614144,0.07463634229654116
512,0.935579810428128,0.07778864745552579
513,0.9323529618218815,0.08108139517479676
514,0.928953022392849,0.08452133538124765
515,0.925371104019727,0.08811545426826498
516,0.9215979307195501,0.0918709673164849
517,0.9176238303881925,0.09579530976595717
518,0.913438727559257,0.09989612424023425
519,0.909032137394306,0.10418124520866412
520,0.9043931611456388,0.10865867996129838
521,0.899510483364412,0.11333658576203054
522,0.8943723711621961,0.11822324284064632
523,0.8889666758734716,0.12332702288429989
524,0.8832808375105179,0.12865635269454662
525,0.8773018924511059,0.13421967268859986
526,0.8710164848538424,0.140025389944193
527,0.8644108823564377,0.1460818255176787
528,0.8574709966790521,0.1523971558062361
529,0.8501824098286997,0.1589793477787877
530,0.8425304066818422,0.16583608796796628
531,0.8345000148111026,0.1729747051986898
532,0.8260760525186114,0.18040208712893735
533,0.8172431861427569,0.18812459079630825
534,0.8079859978166186,0.19614794750069198
535,0.7982890649741752,0.2044771625092465
536,0.7881370530229302,0.21311641024466027
537,0.777514822726415,0.22206892581041976
538,0.7664075539635076,0.23133689391569878
539,0.7548008876485378,0.24092133648467318
540,0.7426810876997153,0.2508220004664948
541,0.7300352250241123,0.26103724759745056
542,0.7168513855328701,0.27156394809914686
543,0.7031189041944798,0.28239738051751406
544,0.6888286270566027,0.2935311401070703
545,0.6739732029925811,0.3049570583317275
546,0.6585474066264805,0.31666513617459535
547,0.6425484934228847,0.3286434940107462
548,0.6259765872509261,0.3408783407840623
549,0.6088350997961913,0.3533539651273617
550,0.5911311799440986,0.36605275086003136
551,0.5728761896361895,0.37895521897733137
552,0.5540862006497934,0.39204009780155186
553,0.5347825042223593,0.40528442239329426
554,0.5149921224015088,0.41866366362380913
555,0.49474830644653406,0.432151886497247
556,0.4740910035776477,0.44572193640518487
557,0.45306726897162813,0.45934565102576314
558,0.43173159532976263,0.4729940945877177
559,0.41014612789997396,0.4866378102566069
560,0.38838072895445264,0.500247085524847
561,0.36651285298437836,0.5137922247603114
562,0.3446271929896275,0.5272438225499316
563,0.32281506003594257,0.5405730312168844
564,0.30117346358694164,0.553751815930534
565,0.2798038697837798,0.5667531911858023
566,0.25881062940081695,0.5795514330980309
567,0.2382990867823392,0.5921222629103827
568,0.2183734051522803,0.6044429982888673
569,0.1991341709462376,0.6164926703103842
570,0.18067586797360355,0.6282521054431977
571,0.16308433813170228,0.6397039731830998
572,0.1464343653067607,0.6508328012520963
573,0.13078752914168817,0.661624961312227
574,0.11619047225071494,0.6720686289374227
575,0.10267370631180726,0.6821537220879798
576,0.09025104942313548,0.6918718225387032
577,0.07891974175306755,0.7012160846417298
578,0.06866123373835757,0.7101811354987284
579,0.059442587421124474,0.7187629701304127
580,0.05121838398699503,0.7269588446285697
581,0.04393299535118384,0.7347671696229203
582,0.03752305886078355,0.7421874057526503
583,0.031919993174705716,0.7492199622504291
584,0.027052408609420826,0.7558660992611385
585,0.022848292846410347,0.7621278341488009
586,0.019236887716310755,0.768007851798511
587,0.01615020944702487,0.7735094187874826
588,0.013524198705483053,0.7786363012624251
589,0.01129951476955876,0.7833926863947646
590,0.009422008597382412,0.787783107363581
591,0.007842922182271884,0.7918123719123519
592,0.006518867197481121,0.7954854946171824
593,0.005411635954784841,0.7988076330742748
594,0.004487893746566534,0.8017840282524978
595,0.0037187952595029126,0.8044199492590718
596,0.003079560239161588,0.806720642734255
597,0.0025490359304830997,0.8086912870305546
598,0.0021092666824912647,0.8103369512522753
599,0.0017450848736003139,0.8116625591422729
600,0.0014437321573488795,0.8126728577144877
601,0.0011945159643160959,0.813372390451764
602,0.0009885031430794584,0.8137654748250178
603,0.0008182504462445059,0.8138561838459167
604,0.0006775701106263292,0.8136483313422701
605,0.0005613278884167497,0.8131454606424077
606,0.0004652704177679648,0.8123508363693038
607,0.00038587865675733356,0.8112674390732358
608,0.00032024414718933875,0.8098979624689291
609,0.00026596504909005673,0.8082448130849954
610,0.00022105913730144936,0.8063101121760138
611,0.00018389123851197112,0.8040956997875714
612,0.0001531128832066026,0.801603140899653
613,0.00012761223478892033,0.7988337336025496
614,0.00010647262692062626,0.7957885192814732
615,8.893828428297572e-05,0.7924682948015392
616,7.438601920241647e-05,0.788873626694492
617,6.230188681643078e-05,0.7850048673535684
618,5.226194596656742e-05,0.7808621732444323
619,4.391641385029482e-05,0.7764455251392837
620,3.69766220694183e-05,0.7717547503790253
621,3.120428261242438e-05,0.7667895471654089
622,2.640265696801709e-05,0.7615495108818005
623,2.2409292288444104e-05,0.7560341624376583
624,1.909004738705075e-05,0.7502429786278647
625,1.6334180209675507e-05,0.7441754244933072
626,1.4050308871200134e-05,0.7378309876630774
627,1.2163091779500743e-05,0.7312092146507609
628,1.0610499957334943e-05,0.7243097490669571
629,9.341577414618187e-06,0.7171323716968497
630,8.314604156609342e-06,0.7096770423748859
631,7.495591838498119e-06,0.7019439435680552
632,6.8570547778830985e-06,0.6939335255546424
633,6.37700949906935e-06,0.685646553056539
634,6.038164609434262e-06,0.6770841531502214
635,5.827269931342733e-06,0.668247864244444
636,5.734599708495857e-06,0.6591396858717647
637,5.753549600518594e-06,0.6497621289965236
638,5.8803312617818055e-06,0.64011826649426
639,6.113751725013015e-06,0.6302117834072926
640,6.455067705396205e-06,0.6200470265289624
641,6.907907412669682e-06,0.6096290528156066
642,7.47825459499008e-06,0.5989636760716309
643,8.174491411616304e-06,0.5880575113001427
644,9.007498401532226e-06,0.5769180160607633
645,9.990811330659273e-06,0.5655535281288822
646,1.114083610009598e-05,0.5539732987083822
647,1.2477124211323314e-05,0.5421875204145677
648,1.4022712531641249e-05,0.5302073492176484
649,1.5804532294335094e-05,0.5180449195218386
650,1.785389340187703e-05,0.5057133515531791
651,2.0207051161926517e-05,0.49322675024294027
652,2.2905863543440756e-05,0.48060019482527727
653,2.599854784164962e-05,0.4678497184199859
654,2.9540546208207958e-05,0.4549922769458798
655,3.3595509727299675e-05,0.442045706809327
656,3.823641045269612e-05,0.42902867093727454
657,4.3546789873081695e-05,0.4159605928754952
658,4.962215040128455e-05,0.40286157885090806
659,5.6571493391397546e-05,0.38975232790080655
660,6.451900252725068e-05,0.37665403039971856
661,7.36058648033436e-05,0.36358825556317864
662,8.399221231911286e-05,0.35057682877224805
663,9.585915632863286e-05,0.337641699837004
664,0.0001094108701073102,0.3248048035937479
665,0.00012487665906047322,0.3120879145002273
666,0.00014251293524518264,0.2995124971453776
667,0.00016260498969597223,0.2870995548137175
668,0.0001854684308583691,0.274869478427909
669,0.00021145013307348693,0.26284189832462956
670,0.00024092851840823396,0.25103554138823003
671,0.00027431298216842816,0.23946809606475836
672,0.00031204227200359045,0.22815608769943266
673,0.0003545816479084391,0.21711476648036837
674,0.00040241869067411586,0.20635801003101106
675,0.000456057693128626,0.19589824237825212
676,0.0005160126628444414,0.18574637064196858
677,0.0005827990838422614,0.17591174035828241
678,0.0006569247200197009,0.16640210988038065
679,0.0007388798809821223,0.1572236438172256
680,0.000829127693493799,0.1483809249934334
681,0.0009280950085002477,0.13987698396469014
682,0.0010361646055579658,0.1317133447226571
683,0.0011536693201498497,0.1238900848889457
684,0.0012808886109159593,0.11640590844288252
685,0.0014180479113067742,0.10925822886082932
686,0.0015653208932106637,0.10244326046850788
687,0.001722834536895954,0.09595611581908103
688,0.0018906766835145223,0.08979090700026622
689,0.002068905571788398,0.08394084893060189
690,0.0022575607492597185,0.07839836291198175
691,0.002456674708926276,0.07315517894478608
